musical_work_id,sacred_or_secular,source_id,contribution_id,VIAF ID,genre_style_@id,genre_style,genre_type,genre_type_@id,url_to_file,contributor_role,contributor_role_@id,source_instantiation_portion,source_title,source_type,source_url,file_type,file_format,file_format_@id,musical_work_variant_titles,file_version,contributor_name,contributor_name_@id
,,85.0,,,,,,,https://db.simssa.ca/files/564,,,267.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/565,,,268.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/566,,,269.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/567,,,270.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/568,,,271.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/569,,,272.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/570,,,273.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/571,,,274.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/572,,,277.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/573,,,278.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/574,,,279.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/575,,,280.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/576,,,281.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/577,,,282.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/578,,,283.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/579,,,284.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/580,,,286.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/581,,,288.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/582,,,289.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/348,,,29.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/583,,,290.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/584,,,291.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/585,,,292.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/586,,,293.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/587,,,294.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/588,,,295.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/589,,,296.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/590,,,297.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/591,,,298.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/592,,,299.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/331,,,3.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/349,,,30.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/593,,,300.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/594,,,301.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/595,,,302.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/596,,,303.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/597,,,304.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/598,,,305.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/599,,,306.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/600,,,307.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/601,,,308.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/602,,,309.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/350,,,31.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/603,,,310.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/604,,,311.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/605,,,312.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/606,,,313.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/607,,,314.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/608,,,315.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/609,,,316.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/610,,,317.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/611,,,318.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/612,,,319.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/351,,,32.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/613,,,320.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/614,,,321.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/615,,,322.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/616,,,323.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/617,,,324.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/618,,,325.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/619,,,326.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/620,,,327.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/621,,,328.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/622,,,329.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/352,,,33.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/623,,,330.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/624,,,331.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/625,,,332.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/626,,,333.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/627,,,334.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/628,,,335.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/629,,,336.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/630,,,337.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/631,,,338.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/632,,,339.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/353,,,34.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/633,,,340.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/634,,,341.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/635,,,342.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/636,,,343.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/637,,,344.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/638,,,345.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/639,,,346.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/640,,,347.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/641,,,348.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/642,,,349.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/354,,,35.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/643,,,350.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/644,,,351.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/645,,,352.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/646,,,353.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/647,,,354.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/648,,,355.0,Josquin Research Project,DIGITAL,,sym,.pdf,Q42332,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/649,,,356.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/650,,,357.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/651,,,358.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/652,,,359.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/653,,,360.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/654,,,361.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/655,,,362.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/656,,,363.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/657,,,364.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/658,,,365.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/659,,,366.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/660,,,367.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/661,,,368.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/662,,,369.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/356,,,37.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/663,,,370.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/664,,,371.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/665,,,372.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/666,,,373.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/667,,,374.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/668,,,375.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/669,,,376.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/670,,,377.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/671,,,378.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/672,,,379.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/673,,,380.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/674,,,381.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/675,,,382.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/676,,,383.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/677,,,384.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/678,,,385.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/679,,,386.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/680,,,387.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/681,,,388.0,Josquin Research Project,DIGITAL,,sym,.krn,.krn,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/682,,,389.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/683,,,390.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/684,,,391.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/685,,,392.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/686,,,393.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/687,,,394.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/688,,,395.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/689,,,396.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/690,,,397.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/691,,,398.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/692,,,399.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/332,,,4.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/357,,,40.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/693,,,400.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/694,,,401.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/695,,,402.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/696,,,403.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/697,,,404.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/698,,,405.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/699,,,406.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/700,,,407.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/701,,,408.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/702,,,409.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/703,,,410.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/704,,,411.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/705,,,412.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/706,,,413.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/707,,,414.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/708,,,415.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/709,,,416.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/710,,,417.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/711,,,418.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/712,,,419.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/713,,,420.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/714,,,421.0,Josquin Research Project,DIGITAL,,sym,.xml,Q2115,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/358,,,44.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/359,,,47.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/360,,,48.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/361,,,49.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/362,,,50.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/363,,,52.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/364,,,53.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/365,,,54.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/366,,,56.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/367,,,58.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/368,,,59.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/334,,,6.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/370,,,62.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/371,,,63.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/372,,,66.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/373,,,69.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/335,,,7.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/375,,,71.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/376,,,72.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/377,,,73.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/378,,,74.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/380,,,76.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/381,,,77.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/382,,,78.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/384,,,80.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/385,,,81.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/386,,,82.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/387,,,83.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/388,,,84.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/389,,,85.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/390,,,86.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/391,,,87.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/392,,,88.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/336,,,9.0,Josquin Research Project,DIGITAL,,sym,.sib,Q27967347,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/394,,,90.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/395,,,91.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/396,,,92.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/397,,,93.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/398,,,94.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/399,,,95.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/400,,,96.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/401,,,97.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/402,,,98.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,85.0,,,,,,,https://db.simssa.ca/files/403,,,99.0,Josquin Research Project,DIGITAL,,sym,.mid,Q10610388,,,,
,,86.0,,,,,,,https://db.simssa.ca/files/428,,,124.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.pdf,Q42332,,,,
,,86.0,,,,,,,https://db.simssa.ca/files/434,,,130.0,La Rue Opera omnia vol. 2,DIGITAL,,sym,.pdf,Q42332,,,,
